,title,puNumber,show_start_date,type,film_studio,production_country,director,producer,age_restriction,refundable_support,nonrefundable_support,budget,financing_source,ratings,genres,MyScore
5388,ВОИН.com,111004411,2011-07-04T12:00:00.000Z,Художественный,"ООО ""Культурные инициативы""",Россия,Е.Бычкова,"В.Малышев, А.Малышев",«12+» - для детей старше 12 лет,,,,,4.7,комедия,6.6745615
2392,Чем дальше в лес,221040015,2015-09-23T12:00:00.000Z,Художественный,"Лукамар Продакшнз, Марк Платт Продакшнз, Уолт Дисней Пикчерз",США,Роб Маршалл,"Джон ДеЛука, Каллум МакДугалл, Роб Маршалл, Марк Платт",«12+» - для детей старше 12 лет,,,,,5.9,"мюзикл,фэнтези,драма",8.232165
4992,Счастье мое,121004711,2011-03-30T12:00:00.000Z,Художественный,"Ма.Дже.Де.Факшн ГмбХ, Сота Синема Групп, Лемминг Филм",Германия-Украина-Нидерланды,Сергей Лозница,"Хайно Декерт, Олег Кахан",«18+» - запрещено для детей,,,,,6.4,драма,6.0651817
1737,Как поймать перо Жар-Птицы,114000513,2013-10-11T12:00:00.000Z,Художественный,"ООО ""Визарт Фильм"", ООО ""Кинокомпания ""СТВ""",Россия,"В.Плотников, Г.Гитис","С.Сельянов, А.Лигай, С.Рапопорт, Ю.Москвин",«0+» - для любой зрительской аудитории,,,,,5.2,"мультфильм,фэнтези",5.7730093
3177,Девушка из Дании,221025616,2016-05-30T12:00:00.000Z,Художественный,"Артемиз Продакшнз, Претти Пикчерз, Уоркинг Тайтл Филмз",США - Великобритания - Германия - Бельгия - Дания,Том Хупер,"Тим Беван, Эрик Феллнер, Энн Харрисон",«18+» - запрещено для детей,,,,,6.9,"драма,мелодрама,биография",5.5859327
4564,Трон: Наследие.,121022910,2010-12-15T12:00:00.000Z,Художественный,"ЛивПлэнет, Уолт Дисней Пикчерз",США,Джозеф Косински,"Шон Бэйли, Стивен Лисбергер, Джеффри Силвер",«12+» - для детей старше 12 лет,,,,,6.9,"фантастика,боевик,приключения",5.192135
1416,"Адольф Адан. Жизель /По мотивам легенды, пересказанной Генрихом Гейне/. Постановка Royal Opera House",126000314,2014-02-20T12:00:00.000Z,Прочие,Артс Алианс Медиа,Великобритания,Кристофер Карр,,«0+» - для любой зрительской аудитории,,,,,,,6.9444294
5522,My Little Pony в кино,124003517,2017-10-12T12:00:00.000Z,Анимационный,"Лайонсгейт, Оллспарк Пикчерз, Ди Эйч Икс Медиа ",Канада - США,Джейсон Тиссен,"Хевн Александр, Брайан Голднер, Марсия Гвендолин Джонс, Стивен Дэвис",«6+» - для детей старше 6 лет,,,,,6.6,"мультфильм,мюзикл,фэнтези",6.6192026
2363,"Гарун (по мотивам повести Сергея Довлатова ""Зона"")",111009814,2014-09-10T12:00:00.000Z,Художественный,Учебная киностудия ВГИК,Россия,П.Фетисов,"ВГИК, П.Б.Фетисов",«16+» - для детей старше 16 лет,,,,,,,6.4806004
1614,Лебединое озеро Мэтью Борна. Постановка театра Sadler's Wells,126002213,2013-07-05T12:00:00.000Z,Прочие,"МортуСкрин, Скай Белив ин би, Леопард Филмз ",Великобритания,"Росс МакГибон, хореография Мэтью Борна","Джон Кесси, Фиона Моррис, Сарра Нидхел, Роберт Нобл, Тодд Остин",«0+» - для любой зрительской аудитории,,,,,,,6.8803005
4087,Меня зовут Кхан,121015010,2010-08-06T12:00:00.000Z,Художественный,"Дхарма Продакшнз, Ред Шиллес Интертейнмент, Фокс Стар Студиос",США - Индия,Каран Джохар,Каран Джохар,«16+» - для детей старше 16 лет,,,,,8.1,драма,6.8352227
202,Из жизни отдыхающих,111026414,2014-12-24T12:00:00.000Z,Художественный,"Киностудия ""Мосфильм""",СССР,Н.Губенко,,«12+» - для детей старше 12 лет,,,,,7.6,"драма,мелодрама",6.748907
3771,Еще один мальчишник,121025316,2016-09-14T12:00:00.000Z,Художественный,Джеймс Янг Интертейнмент,США,Кенни Янг,"Лиза Вашингтон, Фил Джеймс, Анита М.Кэл",«18+» - запрещено для детей,,,,,3.9,комедия,7.116306
1530,ПРАВО НА ЛЮБОВЬ,111000214,2014-01-31T12:00:00.000Z,Художественный,"ООО ""Гравити Партнершип""",Россия,Д.Филюков,"Н.Трынкин, Д.Филюков",«18+» - запрещено для детей,,,,,7.5,"боевик,мелодрама",5.934662
5773,ЗНАЙЧИШКА И ЕГО ДРУЗЬЯ,114000818,2018-03-16T12:00:00.000Z,Анимационный,"ООО ""ЗНИЧ""",Россия,В.Глухушин,Е.Маленкина,«0+» - для любой зрительской аудитории,,,,,,,7.044227
1349,"Курьер из ""Рая""",111009313,2013-11-26T12:00:00.000Z,Художественный,"ЗАО ""Дирекция Кино"", ООО ""ПРО-СИНЕМА продакшн""",Россия,М.Хлебородов,"А.Максимов, Н.Попов",«12+» - для детей старше 12 лет,,,,,5.7,"комедия,приключения",7.601116
3150,Любите Куперов,121024715,2015-12-09T12:00:00.000Z,Художественный,"Си Би Эс Филмз, Граундсвелл Продакшнз, Имэджин Интертейнмент",США,Джесси Нельсон,"Брайан Грэйзер, Майкл Лондон, Джесси Нельсон",«16+» - для детей старше 16 лет,,,,,6.4,"фэнтези,мелодрама,комедия",6.7812543
4142,Хищники /Фильм содержит сцены жестокости/,221097710,2010-08-19T12:00:00.000Z,Художественный,"ХХ век Фокс, Трублемайкер Студиос, Дэвис Интертейнмент",США,Нимрод Антал,"Элизабет Авеллан, Джон Дэвис, Роберт Родригес",«18+» - запрещено для детей,,,,,4.7,"боевик,триллер",7.200596
775,"Больше, чем любовь_",221001213,2013-02-11T12:00:00.000Z,Художественный,"Майл Най Продакшнс, Тачстоун Пикчерз, Бикон Пикчерз",США,Найджел Коул,Армийан Бернстейн,«16+» - для детей старше 16 лет,,,,,7.5,"драма,мелодрама,комедия",7.1739645
3253,"Маша и Медведь. Серия ""Гейм Овер""",124004916,2016-10-25T12:00:00.000Z,Анимационный,Анимаккорд Лтд,Республика Кипр,Георгий Орлов,"Олег Кузовков, Дмитрий Ловейко, Марина Ратина",«0+» - для любой зрительской аудитории,,,,,,,7.3440614
7182,Щенячий патруль: Суперпатруль 2,124006519,2019-08-20T12:00:00.000Z,Анимационный,"Спин Мастер, Виаком",Канада - США,Чарльз Е.Бастьен,"Дэмиан Темпорале, Кит Чэпман",«0+» - для любой зрительской аудитории,,,,,,,6.5734453
